FPOI BLOCk,LAT,LONG,LAT1,LONG1
MAHESWARAM,17.208377,78.476431,17.10070,78.35027
MAHESWARAM,17.217354,78.484618,17.20838,78.47643
MANCHAL,17.185361,78.654991,17.13463,78.75840
MANCHAL,17.172410,78.655938,17.09137,78.79537
MANCHAL,17.061455,78.776967,17.06146,78.77697
MANCHAL,17.067731,78.752036,17.06988,78.71593
MANCHAL,17.069875,78.715927,17.09339,78.77671
MANCHAL,17.089393,78.714008,17.17114,78.74352
MANCHAL,17.092662,78.715552,17.05379,78.72399
MANCHAL,17.093391,78.776711,17.12134,78.72053
MANCHAL,17.103316,78.775319,17.17318,78.65193
MANCHAL,17.134468,78.671555,17.18129,78.70667
MANCHAL,17.134626,78.758401,17.03992,78.83317
MANCHAL,17.161285,78.720823,17.16129,78.72082
MANCHAL,17.162241,78.718792,17.16680,78.68743
MANCHAL,17.165531,78.701457,17.08939,78.71401
MANCHAL,17.166802,78.687425,17.18749,78.73648
MANCHAL,17.171144,78.743521,17.17700,78.77632
MANCHAL,17.172316,78.742092,17.06773,78.75204
MARPALLY,17.522329,77.841506,17.60416,77.85017
MARPALLY,17.523796,77.741578,17.52512,77.73850
MARPALLY,17.536449,77.800342,17.50564,77.71016
MARPALLY,17.538906,77.773041,17.60857,77.78415
MARPALLY,17.538913,77.765402,17.47391,77.72708
MARPALLY,17.539356,77.771756,17.62430,77.83346
MARPALLY,17.545390,77.776457,17.53791,77.80178
MARPALLY,17.556514,77.812752,17.50577,77.79412
MARPALLY,17.565354,77.836428,17.53936,77.77176
MARPALLY,17.578983,77.796494,17.61828,77.81349
MARPALLY,17.581482,77.797129,17.56586,77.83418
MARPALLY,17.584900,77.792311,17.55651,77.81275
MARPALLY,17.585970,77.797992,17.58490,77.79231
MARPALLY,17.593183,77.829956,17.47449,77.75590
MARPALLY,17.618681,77.822290,17.57902,77.85841
MEDCHAL,17.617686,78.485951,17.65122,78.48862
MEDCHAL,17.613394,78.488696,17.64817,78.42727
MEDCHAL,17.553430,78.494200,17.66663,78.47081
MEDCHAL,17.592636,78.492895,17.63374,78.45620
MEDCHAL,17.618063,78.493329,17.61205,78.46831
MEDCHAL,17.622025,78.513528,17.56869,78.48011
MEDCHAL,17.628810,78.486090,17.59466,78.48633
MEDCHAL,17.629687,78.516048,17.63019,78.48162
MEDCHAL,17.630194,78.481619,17.59682,78.51736
MEDCHAL,17.632129,78.443253,17.68285,78.44234
MEDCHAL,17.633741,78.456197,17.62062,78.52751
MEDCHAL,17.633811,78.532304,17.63797,78.53601
MEDCHAL,17.648174,78.427266,17.65845,78.52542
MEDCHAL,17.650339,78.488316,17.63213,78.44325
MEDCHAL,17.655156,78.424848,17.67756,78.50295
MEDCHAL,17.678330,78.482790,17.65516,78.42485
MEDCHAL,17.682853,78.442338,17.66775,78.57687
MEDCHAL,17.683332,78.491167,17.68333,78.49117
MOINABAD,17.331616,78.297580,17.27815,78.28959
MOINABAD,17.267358,78.255435,17.33532,78.32622
MOINABAD,17.258217,78.207318,17.28996,78.31238
MOINABAD,17.266964,78.256648,17.37372,78.26075
MOINABAD,17.284573,78.292766,17.34951,78.28699
MOINABAD,17.289964,78.312384,17.39107,78.22628
MOINABAD,17.296816,78.273250,17.34342,78.30902
MOINABAD,17.297868,78.207566,17.40151,78.26010
MOINABAD,17.310998,78.286931,17.30518,78.24745
MOINABAD,17.313179,78.249266,17.27299,78.22361
MOINABAD,17.313553,78.273404,17.37162,78.20083
MOINABAD,17.313748,78.216610,17.40754,78.26242
MOINABAD,17.328430,78.273429,17.32647,78.27262
MOINABAD,17.337212,78.258706,17.31100,78.28693
MOINABAD,17.337781,78.313394,17.30323,78.33088
MOINABAD,17.342681,78.308939,17.25822,78.20732
MOINABAD,17.366751,78.259064,17.33721,78.25871
MOINABAD,17.373110,78.246242,17.36071,78.23865
MOINABAD,17.385799,78.227122,17.26696,78.25665
MOMINPET,17.466146,77.886805,17.56324,77.89574
MOMINPET,17.470367,77.882595,17.56558,77.87681
MOMINPET,17.478540,77.982121,17.55112,77.90212
MOMINPET,17.478758,77.832005,17.49550,77.99291
MOMINPET,17.481199,77.976658,17.46537,78.00352
MOMINPET,17.490070,77.962937,17.47236,77.97771
MOMINPET,17.490778,77.902216,17.45745,77.86822
MOMINPET,17.493070,77.867221,17.49078,77.90222
MOMINPET,17.494525,77.869153,17.47411,77.81184
MOMINPET,17.498583,77.941899,17.47536,77.83416
MOMINPET,17.517565,77.897818,17.55984,77.86476
MOMINPET,17.519421,77.893797,17.56054,77.91792
MOMINPET,17.550822,77.907530,17.51757,77.89782
MOMINPET,17.560865,77.915415,17.49082,77.87247
MOMINPET,17.563244,77.895735,17.54785,77.92898
MOMINPET,17.564295,77.877012,17.47385,77.90386
NAWABPET,17.403444,77.920972,17.38136,77.99231
NAWABPET,17.400637,77.920530,17.45453,77.95401
NAWABPET,17.378552,77.993598,17.38648,77.96123
NAWABPET,17.381707,78.017076,17.41198,77.96260
NAWABPET,17.384290,77.906142,17.42780,77.96168
NAWABPET,17.385432,77.964432,17.40916,78.03491
NAWABPET,17.409160,78.034914,17.42127,78.05831
NAWABPET,17.411627,77.931024,17.46000,77.90640
NAWABPET,17.411982,77.962604,17.40729,77.95014
NAWABPET,17.421271,78.058305,17.44938,77.89568
NAWABPET,17.423686,77.958252,17.42646,78.02042
NAWABPET,17.425188,77.962705,17.44311,77.91906
NAWABPET,17.426994,77.962661,17.45339,78.00297
NAWABPET,17.427804,77.961678,17.45078,77.92979
NAWABPET,17.435111,77.975727,17.43332,78.06354
NAWABPET,17.435234,77.955650,17.42699,77.96266
NAWABPET,17.438228,78.037064,17.38171,78.01708
NAWABPET,17.443109,77.919063,17.41319,77.99217
NAWABPET,17.445490,77.899463,17.43965,78.03752
PARGI,17.167110,77.863012,17.22943,77.85942
PARGI,17.168519,77.879820,17.20986,77.92604
PARGI,17.108549,77.943497,17.19678,77.84980
PARGI,17.123018,77.946649,17.12565,77.96623
PARGI,17.123374,77.965193,17.15864,77.79105
PARGI,17.129758,77.913052,17.18732,77.83363
PARGI,17.131406,77.927860,17.20208,77.78807
PARGI,17.140882,77.899973,17.15480,77.92278
PARGI,17.162235,77.833359,17.13560,77.93249
PARGI,17.164274,77.829442,17.18887,77.94454
PARGI,17.166982,77.866421,17.20140,77.81234
PARGI,17.167331,77.877248,17.14605,77.87114
PARGI,17.177185,77.883373,17.22517,77.87246
PARGI,17.179918,77.876490,17.17992,77.87649
PARGI,17.186502,77.851482,17.15399,77.82043
PARGI,17.188871,77.944540,17.13908,77.95416
PARGI,17.190146,77.840755,17.17274,77.84046
PARGI,17.200504,77.932623,17.15952,77.86430
PARGI,17.201398,77.812344,17.16366,77.89307
PARGI,17.225169,77.872462,17.10901,77.94349
PEDDEMUL,17.283654,77.638188,17.41935,77.54799
PEDDEMUL,17.386094,77.739843,17.36818,77.61823
PEDDEMUL,17.290355,77.657674,17.44158,77.64437
PEDDEMUL,17.342249,77.686823,17.46231,77.63566
PEDDEMUL,17.280833,77.675010,17.32342,77.64537
PEDDEMUL,17.281373,77.683948,17.36738,77.65092
PEDDEMUL,17.294918,77.668831,17.31347,77.60765
PEDDEMUL,17.314904,77.700701,17.33256,77.61543
PEDDEMUL,17.323421,77.645368,17.34908,77.60654
PEDDEMUL,17.324789,77.681982,17.32539,77.67842
PEDDEMUL,17.332438,77.608094,17.28784,77.69579
PEDDEMUL,17.338264,77.690483,17.29492,77.66883
PEDDEMUL,17.338477,77.659184,17.31563,77.71462
PEDDEMUL,17.338568,77.658565,17.33905,77.69196
PEDDEMUL,17.341206,77.660379,17.38297,77.64821
PEDDEMUL,17.349075,77.606540,17.43921,77.57777
PEDDEMUL,17.362647,77.707607,17.42161,77.57610
PEDDEMUL,17.364446,77.697205,17.33844,77.65951
PEDDEMUL,17.364492,77.651217,17.28137,77.68395
PEDDEMUL,17.367378,77.650916,17.36945,77.64359
PEDDEMUL,17.368551,77.616589,17.27763,77.66202
PEDDEMUL,17.381718,77.647349,17.43092,77.61957
PEDDEMUL,17.385349,77.744793,17.46993,77.65290
PUDUR,17.262474,77.958090,17.28778,78.03118
PUDUR,17.262772,77.968650,17.27222,77.98698
PUDUR,17.302087,78.004573,17.25720,78.02844
PUDUR,17.300019,77.997715,17.17567,78.01891
PUDUR,17.219122,77.980946,17.22117,78.03338
PUDUR,17.308966,78.032507,17.29172,78.02287
PUDUR,17.241263,77.958326,17.20157,78.00833
PUDUR,17.156586,77.993773,17.22407,77.95176
PUDUR,17.177140,78.002425,17.26827,77.99762
PUDUR,17.201569,78.008332,17.17771,77.96908
PUDUR,17.223702,77.942532,17.29872,77.98229
PUDUR,17.224729,77.942950,17.23156,78.01145
PUDUR,17.231561,78.011445,17.30942,77.99440
PUDUR,17.244803,78.019141,17.16063,78.00068
PUDUR,17.248303,77.958555,17.22243,77.98589
PUDUR,17.257202,78.028444,17.15987,77.95450
PUDUR,17.257434,78.025964,17.26765,77.96007
PUDUR,17.281023,77.981618,17.23504,78.02783
PUDUR,17.288847,78.030159,17.24473,78.04895
PUDUR,17.289953,78.030489,17.22632,77.93536
PUDUR,17.293688,77.985133,17.23865,77.94301
PUDUR,17.296638,77.985022,17.22290,78.06029
SAROORNAGAR,17.265186,78.450417,17.30765,78.53369
SAROORNAGAR,17.272254,78.472752,17.30271,78.52541
SAROORNAGAR,17.273764,78.539236,17.31024,78.49924
SAROORNAGAR,17.291624,78.498714,17.29390,78.56553
SAROORNAGAR,17.293610,78.495773,17.33121,78.52622
SAROORNAGAR,17.302208,78.525669,17.30647,78.48989
SAROORNAGAR,17.302713,78.525405,17.26764,78.51861
SAROORNAGAR,17.305130,78.525335,17.24935,78.45123
SAROORNAGAR,17.307195,78.531461,17.32296,78.52728
SAROORNAGAR,17.307651,78.533692,17.27558,78.54440
SAROORNAGAR,17.308894,78.506219,17.27130,78.47250
SAROORNAGAR,17.322962,78.527278,17.29361,78.49577
SHABAD,17.228749,78.170434,17.12262,78.15548
SHABAD,17.093003,78.166571,17.19629,78.07474
SHABAD,17.101328,78.154406,17.11121,78.12386
SHABAD,17.106516,78.161275,17.23311,78.17225
SHABAD,17.111206,78.123860,17.19057,78.19417
SHABAD,17.111210,78.145307,17.24863,78.09272
SHABAD,17.116767,78.142938,17.22392,78.19873
SHABAD,17.118978,78.141888,17.10652,78.16128
SHABAD,17.138610,78.137275,17.13322,78.17356
SHABAD,17.159924,78.133369,17.16026,78.14998
SHABAD,17.161730,78.132608,17.09922,78.15344
SHABAD,17.174113,78.135487,17.20518,78.16662
SHABAD,17.190534,78.134731,17.21084,78.22916
SHABAD,17.202951,78.172593,17.22869,78.08593
SHABAD,17.204194,78.174495,17.18795,78.12943
SHABAD,17.211424,78.133539,17.11594,78.10151
SHABAD,17.216407,78.223580,17.17721,78.11882
SHABAD,17.216497,78.133928,17.18807,78.16523
SHABAD,17.217171,78.226021,17.21650,78.13393
SHABAD,17.218510,78.084313,17.21851,78.08431
SHABAD,17.222927,78.207023,17.23592,78.15814
SHABAD,17.225374,78.199951,17.09300,78.16657
SHABAD,17.228691,78.085926,17.21238,78.13105
SHABAD,17.228843,78.110670,17.16173,78.13261
SHABAD,17.234097,78.136283,17.24645,78.22919
SHABAD,17.234712,78.107802,17.23510,78.12285
SHABAD,17.235100,78.122851,17.23609,78.11150
SHABAD,17.235298,78.154777,17.13738,78.12087
SHAMIRPET,17.617561,78.677829,17.61987,78.66045
SHAMIRPET,17.625908,78.622883,17.62296,78.59795
SHAMIRPET,17.615563,78.611264,17.68414,78.66352
SHAMIRPET,17.583664,78.574085,17.59968,78.60936
SHAMIRPET,17.559868,78.543834,17.56518,78.52369
SHAMIRPET,17.601644,78.627661,17.62525,78.62508
SHAMIRPET,17.512533,78.558940,17.51301,78.56182
SHAMIRPET,17.565217,78.553934,17.58898,78.68980
SHAMIRPET,17.567347,78.539314,17.63434,78.65303
SHAMIRPET,17.571288,78.558299,17.65647,78.63880
SHAMIRPET,17.595066,78.569413,17.66265,78.70237
SHAMIRPET,17.595953,78.607553,17.63318,78.60763
SHAMIRPET,17.604092,78.631741,17.62631,78.56557
SHAMIRPET,17.616965,78.678280,17.65181,78.68856
SHAMIRPET,17.625331,78.591860,17.68934,78.68209
SHAMIRPET,17.628016,78.569233,17.60558,78.63211
SHAMIRPET,17.631016,78.607056,17.56532,78.53865
SHAMIRPET,17.655173,78.690677,17.59484,78.57490
SHAMIRPET,17.659730,78.641466,17.56522,78.55393
SHAMIRPET,17.667694,78.590169,17.67206,78.59280
SHAMIRPET,17.689335,78.682092,17.61697,78.67828
SHAMSHABAD,17.249484,78.375926,17.20908,78.38992
SHAMSHABAD,17.181520,78.304391,17.23580,78.39978
SHAMSHABAD,17.185517,78.306073,17.22396,78.34921
SHAMSHABAD,17.196674,78.397140,17.21943,78.38818
SHAMSHABAD,17.200796,78.325066,17.28337,78.44810
SHAMSHABAD,17.207570,78.398412,17.22559,78.30302
SHAMSHABAD,17.209084,78.389921,17.24422,78.30118
SHAMSHABAD,17.227140,78.348700,17.27850,78.34024
SHAMSHABAD,17.235798,78.399779,17.28843,78.36659
SHAMSHABAD,17.236215,78.248055,17.19936,78.32246
SHAMSHABAD,17.244224,78.301178,17.24979,78.27773
SHAMSHABAD,17.248340,78.373980,17.17361,78.33271
SHAMSHABAD,17.249786,78.277732,17.23002,78.28975
SHAMSHABAD,17.251459,78.276132,17.25753,78.33441
SHAMSHABAD,17.253494,78.304223,17.25148,78.36614
SHAMSHABAD,17.254222,78.380515,17.18635,78.30393
SHAMSHABAD,17.256684,78.321664,17.19667,78.39714
SHAMSHABAD,17.257325,78.339770,17.21928,78.33625
SHAMSHABAD,17.262320,78.389006,17.16507,78.30916
SHAMSHABAD,17.263569,78.368086,17.23395,78.24728
SHAMSHABAD,17.285632,78.413784,17.28252,78.41264
SHANKARPALLY,17.387464,78.100549,17.45596,78.09764
SHANKARPALLY,17.401786,78.258489,17.39685,78.05006
SHANKARPALLY,17.403139,78.200750,17.44081,78.15635
SHANKARPALLY,17.404818,78.104044,17.44319,78.11428
SHANKARPALLY,17.405992,78.225027,17.47306,78.08672
SHANKARPALLY,17.406513,78.066526,17.45271,78.12015
SHANKARPALLY,17.406789,78.099970,17.50064,78.06847
SHANKARPALLY,17.418603,78.224379,17.46289,78.19997
SHANKARPALLY,17.420407,78.213997,17.37558,78.11898
SHANKARPALLY,17.424474,78.123187,17.47478,78.06211
SHANKARPALLY,17.431150,78.191820,17.40599,78.22503
SHANKARPALLY,17.437606,78.127475,17.39378,78.09342
SHANKARPALLY,17.442512,78.164501,17.43354,78.18702
SHANKARPALLY,17.442719,78.122063,17.40679,78.09997
SHANKARPALLY,17.452707,78.120150,17.40314,78.20075
SHANKARPALLY,17.454586,78.131192,17.44195,78.12723
SHANKARPALLY,17.454613,78.100486,17.44111,78.08375
SHANKARPALLY,17.456917,78.131547,17.40140,78.06409
SHANKARPALLY,17.457820,78.110778,17.45459,78.13119
SHANKARPALLY,17.460994,78.199331,17.46960,78.12563
SHANKARPALLY,17.469130,78.088249,17.41246,78.18015
SHANKARPALLY,17.474784,78.062110,17.42848,78.14583
TANDUR,17.329220,77.530083,17.30052,77.55740
TANDUR,17.255030,77.589040,17.27753,77.60032
TANDUR,17.257406,77.587441,17.28066,77.52373
TANDUR,17.257770,77.559860,17.25268,77.65662
TANDUR,17.262576,77.592436,17.27333,77.48943
TANDUR,17.273730,77.631348,17.25777,77.55986
TANDUR,17.280110,77.568840,17.29553,77.57064
TANDUR,17.280660,77.523730,17.26339,77.53806
TANDUR,17.281181,77.568719,17.31036,77.63801
TANDUR,17.284392,77.566140,17.34783,77.54413
TANDUR,17.290917,77.496258,17.22632,77.54503
TANDUR,17.295530,77.570640,17.28011,77.56884
TANDUR,17.296444,77.556433,17.33820,77.51994
TANDUR,17.301150,77.473620,17.27696,77.63459
TANDUR,17.316231,77.540677,17.30115,77.47362
TANDUR,17.320496,77.513313,17.25782,77.63330
TANDUR,17.326896,77.532494,17.34193,77.51087
TANDUR,17.336466,77.518823,17.35395,77.50390
TANDUR,17.342966,77.512700,17.34711,77.49781
TANDUR,17.345956,77.498394,17.31371,77.50692
TANDUR,17.347830,77.544130,17.23949,77.53258
VIKARABAD,17.373636,77.904545,17.38659,77.88226
VIKARABAD,17.255422,77.865857,17.29572,77.88445
VIKARABAD,17.277000,77.896083,17.34054,77.93745
VIKARABAD,17.281128,77.897811,17.24616,77.85023
VIKARABAD,17.288988,77.899124,17.40381,77.91983
VIKARABAD,17.332921,77.914492,17.35624,77.88372
VIKARABAD,17.339536,77.903121,17.25542,77.86586
VIKARABAD,17.343038,77.936958,17.28035,77.90641
VIKARABAD,17.348054,77.963437,17.37930,77.88359
VIKARABAD,17.348419,77.951155,17.34741,77.99634
VIKARABAD,17.349149,77.970828,17.38972,77.86460
VIKARABAD,17.349473,77.995913,17.27523,77.89610
VIKARABAD,17.352027,77.903179,17.39163,77.80812
VIKARABAD,17.356236,77.883719,17.39973,77.89963
VIKARABAD,17.379296,77.883594,17.38167,77.91989
VIKARABAD,17.383253,77.919165,17.36511,77.95260
VIKARABAD,17.386587,77.882258,17.37881,77.81936
VIKARABAD,17.387417,77.860444,17.33994,77.97756
VIKARABAD,17.391559,77.811549,17.38963,77.94280
VIKARABAD,17.431053,77.876362,17.43105,77.87636
VIKARABAD,17.431619,77.892495,17.35595,77.97277
YACHARAM,17.046083,78.662930,17.01281,78.70752
YACHARAM,16.992530,78.625817,17.06418,78.65402
YACHARAM,16.974037,78.734051,17.09860,78.68558
YACHARAM,16.977579,78.729164,17.10662,78.67365
YACHARAM,16.977780,78.727692,16.97332,78.68100
YACHARAM,16.986292,78.712219,17.03298,78.57369
YACHARAM,16.992231,78.625667,17.01554,78.65552
YACHARAM,16.994075,78.682369,16.97404,78.73405
YACHARAM,16.994156,78.677358,16.99923,78.78063
YACHARAM,16.994309,78.697803,17.00033,78.64769
YACHARAM,17.000331,78.647691,17.03826,78.70370
YACHARAM,17.003351,78.597464,16.99874,78.73216
YACHARAM,17.037268,78.702144,16.99223,78.62567
YACHARAM,17.039115,78.606886,17.04453,78.63419
YACHARAM,17.044601,78.631661,17.03973,78.60680
YACHARAM,17.046163,78.665638,16.99416,78.67736
YACHARAM,17.046650,78.663057,16.99459,78.71606
YACHARAM,17.064179,78.654019,17.00241,78.59654
YACHARAM,17.083788,78.617707,17.08390,78.61335
YACHARAM,17.106440,78.673565,17.04610,78.66275
YALAL,17.205242,77.585950,17.21345,77.72454
YALAL,17.170554,77.597287,17.21470,77.57324
YALAL,17.174501,77.576496,17.17450,77.57650
YALAL,17.187971,77.592530,17.25433,77.69897
YALAL,17.194409,77.582984,17.21029,77.60757
YALAL,17.197263,77.545411,17.19441,77.58298
YALAL,17.198958,77.665090,17.19184,77.68083
YALAL,17.206210,77.608098,17.18195,77.59272
YALAL,17.210717,77.628946,17.18988,77.66289
YALAL,17.211224,77.638374,17.19309,77.63556
YALAL,17.211293,77.631009,17.16996,77.55840
YALAL,17.211524,77.554703,17.23261,77.67689
YALAL,17.212803,77.642316,17.24199,77.62057
YALAL,17.215366,77.708063,17.21641,77.62785
YALAL,17.219687,77.702779,17.19122,77.73306
YALAL,17.221479,77.654675,17.20968,77.68631
YALAL,17.222163,77.695038,17.22388,77.70883
YALAL,17.223876,77.708825,17.18608,77.54789
YALAL,17.225229,77.683696,17.23957,77.65586
YALAL,17.230003,77.673504,17.24626,77.73524
YALAL,17.235939,77.665864,17.17030,77.60440
YALAL,17.239574,77.655859,17.22148,77.65468
YALAL,17.240783,77.654901,17.21282,77.64275
