GP_NAME,LAT,LONG
MOTHUKUR,17.0756,77.86626
OOTPALLY,17.1301,77.85407
PALEPALLY,17.07512,77.83085
RAKONDA,17.11092,77.82379
SIVAREDDYPALLY,17.11584,77.88987
BALSULGONDA,16.88441,77.77621
CHINNAWARVAL,16.97252,77.8233
CHOWDERPALLY,16.91736,77.8763
GADRIYAL,16.94645,77.87137
GANDEED,16.92374,77.80534
JAKKALAPALLE,16.9715,77.78163
JANAMPALLY,16.95058,77.75791
JANNARAM,16.98725,77.76637
JULAPALLY,16.86905,77.83718
KOMREDDIPALLE,16.90818,77.8332
KONDAPUR,16.89305,77.78474
MANGAMPET,16.91038,77.87277
MOHAMMADABAD,16.87364,77.89287
MUKARLABAD,16.89189,77.86186
NANCHERLA,16.9215,77.85677
PAGADIYAL,16.8835,77.75307
PEDDAVARVAL,16.97354,77.813
RANGAREDDY PALLE,16.93365,77.77875
REDDIPALLE,16.92133,77.79528
SALKERPET,16.92771,77.7872
SHAIKPALLY,16.89693,77.89304
VENKATREDDY PALLY,16.87192,77.90463
VENNACHED,16.96186,77.76786
ANKUSHAPUR,17.44799,78.72637
AUSHAPUR,17.45984,78.73763
BODUPPAL,17.42007,78.58473
CHENGICHERLA,17.43249,78.60291
CHOWDERGUDA,17.4142,78.64942
EDULABAD,17.41695,78.70897
GHANPUR,17.43005,78.68879
GHATKESAR,17.45067,78.68492
ISMAILKHANGUDA,17.46191,78.64172
KACHIVANISINGARAM,17.38786,78.6329
KONDAPUR,17.46698,78.69157
KORREMUL,17.40541,78.66902
MEDIPALLY,17.40816,78.60166
N.F.C.NAGAR,17.4456,78.70178
NAREPALLY,17.42043,78.62608
PARVATHAPUR,17.39412,78.60923
PEERZADIGUDA,17.39529,78.59215
POCHARAM,17.43402,78.64343
PRATAPSINGARAM,17.38647,78.66203
VENKATAPUR,17.41713,78.66434
YAMNAMPET,17.45647,78.66147
ABDULLAPUR,17.31473,78.68713
ANAJPUR,17.26998,78.69332
BACHARAM,17.39648,78.68945
BALIJAGUDA,17.33932,78.68414
BANDARAVIRYAL,17.38807,78.71864
BATASINGARAM,17.3008,78.72707
BRAHAMANPALLY,17.26769,78.61682
CHINNARAVIRYAL,17.38426,78.72356
GANDICHERUVU,17.29175,78.67195
GOWRELLI,17.3732,78.67231
INJAPUR,17.30137,78.58588
KAMMAGUDA,17.27243,78.59285
KAWADIPALLY,17.33516,78.69765
KOHEDA,17.28284,78.63435
KUNTLOOR,17.34112,78.62575
LASKERGUDA,17.29795,78.69158
MAZIDPUR,17.28166,78.7124
MUNGANOOR,17.30133,78.60843
OMARKHANDAIRA,17.27051,78.67367
PASMAMLA,17.34966,78.6493
PEDDA AMBERPET,17.32023,78.63885
QUTBULLAPUR,17.3778,78.64067
RAGANNAGUDA,17.26137,78.58652
TATTIANNARAM,17.3669,78.5968
THARAMATIPET,17.35923,78.67779
THORUR,17.291,78.61092
THURKAYAMJAL,17.26897,78.57707
ADIBATLA,17.2325,78.54309
BONGLOOR,17.22988,78.57829
CHERLAPATELGUDA,17.1679,78.63356
DANDUMAILARAM,17.23097,78.75864
IBRAHIMPATNAM,17.19608,78.64999
KAPPAPAHAD,17.1421,78.61646
KONGARAKALAN,17.19991,78.55019
MANGALPALLE,17.20855,78.59508
MUKUNOOR,17.20603,78.75114
NAGANPALLY,17.21685,78.68996
NERREPALLY,17.25898,78.73121
PATELGUDA,17.2172,78.58238
POCHARAM,17.1766,78.60153
POLKAMPALLY,17.22467,78.70859
RAIPOLE,17.20475,78.71501
RAMDASPALLY,17.23561,78.62915
SEETHARAMPET,17.17598,78.68
SERIGUDA,17.21393,78.62188
THURKAGUDA,17.15321,78.61907
TULEKALAN,17.10037,78.62913
UPPARIGUDA,17.19048,78.61423
YELIMINEDU,17.1445,78.59402
AGARMIYAGUDA,17.146,78.52784
AKULAMYLARAM,17.07027,78.57416
BACHUPALLY,17.0544,78.43769
BEGUMPET,17.10973,78.55395
CHIPPALAPALLY,17.04772,78.39696
DABBEDAGUDA,17.04737,78.49605
DASARLAPALLY,17.01091,78.47978
GUDUR,17.09554,78.50006
GUMMADAVELLY,17.09274,78.57969
JAITHWARAM KHALSA,17.07115,78.44246
KANDUKUR,17.06481,78.48993
KOTHAGUDA,17.07219,78.46508
KOTHUR,17.09304,78.46884
LEMOOR,17.14161,78.5168
MADHAPUR,17.12894,78.58118
MEERKHANPET,17.04784,78.57411
MUCHERLA,17.01426,78.51684
MURALINAGAR,17.02669,78.3948
NEDNOOR,17.03654,78.45193
PULIMAMIDI,17.06544,78.41971
RACHULUR,17.11483,78.53726
SAIREDDYGUDA,16.99323,78.53014
THIMMAPUR,17.12995,78.55537
AHMEDGUDA,17.5016,78.6237
ANKIREDDY PALLY,17.55887,78.68172
BHOGARAM,17.50625,78.6876
CHEERIYAL,17.51608,78.62842
DAMMAIGUDA,17.50236,78.58853
GODUMAKUNTA,17.49255,78.64747
KEESARA,17.52218,78.66813
NAGARAM,17.48791,78.60125
RAMPALLY,17.46895,78.64467
RAMPALLY DAIRA,17.50104,78.66047
THIMMAIPALLY,17.54639,78.61684
YADGARPALLY,17.54767,78.63272
ADIVIVENKATAPUR,17.02493,77.92446
ANANTHASAGAR,16.94438,77.91302
ANTHARAM,16.97243,77.86615
BANDIYELKACHERLA,17.02698,77.84085
BOMREDDIPALLE,17.01353,77.85158
CHAKALIPALLE,16.86047,77.98432
CHELLAPUR,17.00517,77.81625
CHOWDAPUR,16.98947,77.97822
DONGAYENKEPALLY,17.08668,77.90392
GHANAPUR,16.99581,77.84032
IPPAIPALLE,16.99882,77.89836
KAMUNAPALLE,17.03855,77.87175
KANMANKALVA,16.91394,77.9717
KOTHAPALLY,16.9275,77.95924
KULKACHERLA,17.01343,77.87644
KUSUMASAMUDRAM,16.96959,77.91712
LINGAMPALLE,17.04213,77.9273
MALKAPUR,16.94271,78.00209
MANDIPAL,16.9855,77.9738
MAQTAVENKATAPUR,16.96132,77.96014
MARIKAL,16.92406,77.98489
MUJAHIDPUR,17.06201,77.91146
PEERAMPALLE,17.04087,77.8752
PUTTAPAHAD,16.95811,77.8663
RAMNAGAR,17.02414,77.81988
RAMPUR,16.9955,77.90274
RAMREDDIPALLE,17.07302,77.90602
RUSUMPALLY,16.9598,77.83489
SALVEED,16.99538,77.82906
TIRMALAPUR,17.02011,77.90185
VEERAPUR,16.9773,77.98462
AKHANPALLY,17.08773,78.39018
AMEERPET,17.14857,78.34353
DUBBACHERLA,17.1081,78.36963
GHATPALLE,17.10213,78.39494
GOLLUR,17.1783,78.35254
HARSHAGUDA,17.18732,78.43814
KALVAKOLE,17.12651,78.36181
KOLLAPADKAL,17.07981,78.36636
MAHESHWARAM,17.13382,78.4355
MANIKYAMMAGUDA,17.13632,78.33321
MANKHAL,17.20137,78.46999
MANSANPALLY,17.13895,78.39293
NAGARAM,17.18154,78.39138
NAGIREDDYPALLE,17.16445,78.36359
PENDYAL,17.1299,78.37073
PORANDLA,17.06088,78.37829
RAVIRYAL,17.21548,78.51075
SARDAR NAGAR,17.22114,78.48549
SIRIGIRIPUR,17.15506,78.43883
SUBHANPUR,17.1007,78.35027
THUKKUGUDA,17.20838,78.47643
THUPRA KHURD,17.15661,78.326
TUMMALOOR,17.12784,78.45775
AGAPALLY,17.13475,78.67289
ARUTLA,17.13463,78.7584
BANDALEMOOR,17.09137,78.79537
BODAKONDA,17.06146,78.77697
CHEEDED,17.06988,78.71593
CHENNAREDDY GUDA,17.09339,78.77671
CHITTAPUR,17.17114,78.74352
DADPALLY,17.05379,78.72399
JAPAL,17.12134,78.72053
KHANAPUR,17.17318,78.65193
LINGAMPALLY,17.18129,78.70667
LOYAPALLY,17.03992,78.83317
MANCHAL,17.16129,78.72082
NOMULA,17.1668,78.68743
RANGAPUR,17.08939,78.71401
THALLAPALLIGUDA,17.18749,78.73648
TIPPAIGUDA,17.177,78.77632
YELLAMMA THANDA,17.06773,78.75204
BILKAL,17.60416,77.85017
BUCHANPALLY,17.52512,77.7385
DAMASTAPUR,17.50564,77.71016
GHANPUR,17.60857,77.78415
KALKODA,17.47391,77.72708
KOMSHETTYPALLY,17.6243,77.83346
KOTLAPUR,17.53791,77.80178
KOTMARPALLY,17.50577,77.79412
MARPALLY(KALAN),17.53936,77.77176
MUGILIGUNDLA,17.61828,77.81349
NARSAPUR,17.56586,77.83418
PANCHALINGAL,17.55651,77.81275
PATLOOR,17.5849,77.79231
PEDDAPUR,17.47449,77.7559
PILLIGUNDLA,17.57902,77.85841
RAVULAPALLY,17.47712,77.77419
SIRIPURA,17.52377,77.84448
TUMALAPALLY,17.5818,77.83559
VEERLAPALLY,17.51567,77.83977
ATEVELLE,17.65122,78.48862
BANDAMADHARAM,17.64817,78.42727
DABILPUR,17.66663,78.47081
GIRMAPUR,17.63374,78.4562
GOUDAVELLY,17.61205,78.46831
GUNDLAPOCHAMPALLE,17.56869,78.48011
KANDLAKOYA,17.59466,78.48633
MEDCHAL,17.63019,78.48162
MUNEERABAD,17.59682,78.51736
NUTHANKAL,17.68285,78.44234
PUDOOR,17.62062,78.52751
RAJABOLLARAM,17.63797,78.53601
RAVALKOLE,17.65845,78.52542
RAYALAPUR,17.63213,78.44325
SOMARAM,17.67756,78.50295
SREERANGAVARAM,17.65516,78.42485
YADARAM,17.66775,78.57687
YELLAMPET,17.68333,78.49117
AMADAPUR,17.27815,78.28959
AZIZNAGAR,17.33532,78.32622
BAKARAM JAGIR,17.28996,78.31238
CHANDANAGAR,17.37372,78.26075
CHILKUR,17.34951,78.28699
CHINNA MANGALARAM,17.39107,78.22628
HIMAYATHNAGAR,17.34342,78.30902
JANWADA,17.40151,78.2601
KANAKAMAMIDI,17.30518,78.24745
KETHREDDIPALLE,17.27299,78.22361
MEDIPALLY,17.37162,78.20083
MIRJAGUDA,17.40754,78.26242
MOINABAD,17.32647,78.27262
MURTHUZAGUDA,17.311,78.28693
NAGIREDDIGUDA,17.30323,78.33088
NAKKALAPALLE,17.25822,78.20732
PEDDA MANGALARAM,17.33721,78.25871
QUTUBUDDIN GUDA,17.36071,78.23865
SRIRAMNAGAR,17.26696,78.25665
SURANGAL,17.29682,78.27325
THOLKATTA,17.29787,78.20757
VENKATAPUR,17.25076,78.2458
YENKEPALLE,17.3251,78.31172
AMRADIKALAN,17.56324,77.89574
AMRADIKHURD,17.56558,77.87681
BURUGUPALLY,17.55112,77.90212
CHAKRAMPALLY,17.4955,77.99291
CHEEMALDARI,17.46537,78.00352
DEVERAMPALLY,17.47236,77.97771
DURGAMCHERVU,17.45745,77.86822
GOVINDAPUR,17.49078,77.90222
IZRA CHITTAMPALLY,17.47411,77.81184
KESARAM,17.47536,77.83416
KOLKONDA,17.55984,77.86476
MEKAVANAMPALLY,17.56054,77.91792
MOMINPET,17.51757,77.89782
MORANGAPALLY,17.49082,77.87247
RALLAGUDPALLY,17.54785,77.92898
RAMNATHGUDPALLY,17.47385,77.90386
TEKULAPALLY,17.52171,77.94226
VELCHAL,17.47232,77.88313
YENKATHALA,17.49858,77.9419
YENKEYPALLY,17.50165,77.85475
AKNAPUR,17.38136,77.99231
ARKATHALA,17.45453,77.95401
CHINCHELPET,17.38648,77.96123
CHITTIGIDDA,17.41198,77.9626
ETHIRAJUPALLE,17.4278,77.96168
GANGEDA,17.40916,78.03491
GUBBADFATHEPUR,17.42127,78.05831
KADCHARLA,17.46,77.9064
KESHAVAPALLE,17.40729,77.95014
KOJJAVANAMPALLE,17.44938,77.89568
LINGAMPALLE,17.42646,78.02042
MADARAM,17.44311,77.91906
MADIREDDIPALLE,17.45339,78.00297
MEENAPALLE KALAN,17.45078,77.92979
MUBARAKPUR,17.43332,78.06354
NAWABPET,17.42699,77.96266
POOLAPALLE,17.38171,78.01708
PULUMAMIDI,17.41319,77.99217
YELLAKONDA,17.43965,78.03752
BARKATHPALLY,17.22943,77.85942
BASIREDDYPALLY,17.20986,77.92604
CHIGURALPALLY,17.19678,77.8498
CHITYAL,17.12565,77.96623
GADSINGAPUR,17.15864,77.79105
GOVINDAPOOR,17.18732,77.83363
IBRAHIMPUR,17.20208,77.78807
KADLAPUR,17.1548,77.92278
KHUDAVANDPUR,17.1356,77.93249
MADHARAM,17.18887,77.94454
MITTAKODUR,17.2014,77.81234
NARAYANPOOR,17.14605,77.87114
NASKAL,17.22517,77.87246
PARGI,17.17992,77.87649
RANGAMPALLY,17.15399,77.82043
RAPOLE,17.13908,77.95416
RUPKHANPET,17.17274,77.84046
SULTHANPOOR,17.15952,77.8643
SYEDMALKAPUR,17.16366,77.89307
SYEDPALLY,17.10901,77.94349
THURKAYENKEPALLE,17.14221,77.99829
TONDAPALLY,17.11917,77.97597
ADIKCHERLA,17.41935,77.54799
ATHUKUR,17.36818,77.61823
BANDAMIDIPALLY,17.44158,77.64437
BOPPANARAM,17.46231,77.63566
BUDDARAM,17.32342,77.64537
GOPALPUR,17.36738,77.65092
GOTLAPALLY,17.31347,77.60765
HANMAPUR,17.33256,77.61543
INDUR,17.34908,77.60654
JANGAM,17.32539,77.67842
KONDAPUR,17.28784,77.69579
MAMBAPUR,17.29492,77.66883
MANSANPALLY,17.31563,77.71462
MAREPALLY,17.33905,77.69196
NAGULAPALLY,17.38297,77.64821
OMLANAIK THANDA,17.43921,77.57777
PASHAPUR,17.42161,77.5761
PEDDEMUL,17.33844,77.65951
REGONDI,17.28137,77.68395
RUDRARAM,17.36945,77.64359
RUKMAPUR,17.27763,77.66202
THATTEPALLY,17.43092,77.61957
TURMAMIDI,17.46993,77.6529
ANGADICHITTAMPALLE,17.28778,78.03118
CHEELAPUR,17.27222,77.98698
CHENGOMUL,17.2572,78.02844
CHINTALAPALLE,17.17567,78.01891
KADMOOR,17.22117,78.03338
KANDLAPALLE,17.29172,78.02287
KANKAL,17.20157,78.00833
KERVELLY,17.22407,77.95176
KOTHAPALLE,17.26827,77.99762
MANCHANPALLE,17.17771,77.96908
MANNEGUDA,17.29872,77.98229
MEDIPALLY KALAN,17.23156,78.01145
MIRZAPUR,17.30942,77.9944
NIZAMPET MEDIPALLE,17.16063,78.00068
PEDDAUMANTHAL,17.22243,77.98589
POLKAMPALLE,17.15987,77.9545
PUDUR,17.26765,77.96007
QUTHBULLAPUR,17.23504,78.02783
REGADIMAMIDIPALLE,17.24473,78.04895
SOMANGURTHY,17.22632,77.93536
THIRUMALAPUR,17.23865,77.94301
TIRUMALAPUR,17.2229,78.06029
ALMASGUDA,17.30765,78.53369
BADANGPET,17.30271,78.52541
BALAPUR,17.31024,78.49924
GURRAMGUDA,17.2939,78.56553
JILLELGUDA,17.33121,78.52622
KOTHAPET,17.30647,78.48989
KURMALGUDA,17.26764,78.51861
MAMIDIPALLY,17.24935,78.45123
MEERPET,17.32296,78.52728
NADARGUL,17.27558,78.5444
PAHADISHAREEF,17.2713,78.4725
VENKATAPUR,17.29361,78.49577
ANTHARAM,17.12262,78.15548
BOBBLIGAM,17.19629,78.07474
BODAMPADU,17.11121,78.12386
CHANDANAVALLY,17.23311,78.17225
DAMARLAPALLY,17.19057,78.19417
ETLAYERRAVALLY,17.24863,78.09272
HYTHABAD,17.22392,78.19873
KAKLOOR,17.10652,78.16128
KESARAM,17.13322,78.17356
KUMMARIGUDA,17.16026,78.14998
KURVAGUDA,17.09922,78.15344
MACHANPALLY,17.20518,78.16662
MADDUR,17.21084,78.22916
MAKTHAGUDA,17.22869,78.08593
MALLAREDDYGUDA,17.18795,78.12943
MANMARRY,17.11594,78.10151
MUDDEMGUDA,17.17721,78.11882
NAGARIKUNTA,17.18807,78.16523
POTHUGAL,17.2165,78.13393
REGADDOSWADA,17.21851,78.08431
RUDRARAM,17.23592,78.15814
SARDARNAGAR,17.093,78.16657
SEETARAMPUR,17.21238,78.13105
SHABAD,17.16173,78.13261
SOLIPET,17.24645,78.22919
TADLAPALLY,17.2351,78.12285
THIMMAREDDYGUDA,17.23609,78.1115
YELGONDAGUDA,17.13738,78.12087
ADRASPALLE,17.61987,78.66045
ALIYABAD,17.62296,78.59795
ANATHARAM,17.68414,78.66352
BOMRASPET,17.59968,78.60936
DEVARAYAMJAL,17.56518,78.52369
JAGGAMGUDA,17.62525,78.62508
JAWAHARNAGAR,17.51301,78.56182
KESAVAPUR,17.58898,78.6898
KESAVARAM,17.63434,78.65303
KOLTHUR,17.65647,78.6388
LAKSHAMAPUR,17.66265,78.70237
LALGADIMALAKPET,17.63318,78.60763
MAZIDPUR,17.62631,78.56557
MUDICHINTALAPALLE,17.65181,78.68856
NARAYANAPUR,17.68934,78.68209
PONNAL,17.60558,78.63211
POTHAIPALLE,17.56532,78.53865
SHAMEERPET,17.59484,78.5749
THUMKUNTA,17.56522,78.55393
TURAKAPALLY,17.67206,78.5928
UDDEMARRI,17.61697,78.67828
UPPARAPALLE,17.57477,78.58715
CHINNAGOLKONDA,17.20908,78.38992
CHINNAGOLLAPALLY,17.2358,78.39978
GHANSMIYAGUDA,17.22396,78.34921
HAMIDULLANAGAR,17.21943,78.38818
JALPALLY,17.28337,78.4481
JUKAL,17.22559,78.30302
KACHARAM,17.24422,78.30118
KAVVAGUDA,17.2785,78.34024
KOTHWALGUDA,17.28843,78.36659
MADANPALLY,17.19936,78.32246
MALKARAM,17.24979,78.27773
MUCHINTAL,17.17361,78.33271
NANJAPUR,17.23002,78.28975
NARKHUDA,17.25753,78.33441
OOTPALLY,17.25148,78.36614
PALAMAKOLE,17.18635,78.30393
PEDDAGOLKONDA,17.19667,78.39714
PEDDASHAPUR,17.21928,78.33625
PEDDATUPRA,17.16507,78.30916
RAMANUJAPUR,17.23395,78.24728
SATAMRAI,17.28252,78.41264
SHAMSHABAD,17.26013,78.39584
SHANKARAPUR,17.20502,78.37779
SULTANPALLY,17.26855,78.30223
TONDPALLI,17.24683,78.37349
ALAMKHANGUDA,17.45596,78.09764
ANTHAPPA GUDA,17.39685,78.05006
BHULKAPUR,17.44081,78.15635
CHANDIPPA,17.44319,78.11428
DHOBIPET,17.47306,78.08672
FATHEPUR,17.45271,78.12015
GAJULAGUDA,17.50064,78.06847
KONDAKAL,17.46289,78.19997
KOTHAPALLE,17.37558,78.11898
LAXMAREDDYGUDA,17.47478,78.06211
MAHARAJPET,17.40599,78.22503
MASANIGUDA,17.39378,78.09342
MOKILA,17.43354,78.18702
PARVEDA,17.40679,78.09997
PRODDATUR,17.40314,78.20075
RAMANTHAPUR,17.44195,78.12723
RAVULAPALLE KALAN,17.44111,78.08375
SANKEPALLY KALSA,17.4014,78.06409
SHANKERPALLY,17.45459,78.13119
SINGAPUR,17.4696,78.12563
TANGATOOR,17.41246,78.18015
YELWARTHY,17.42848,78.14583
YERVAGUDA,17.41024,78.12614
ALLAPUR(S),17.30052,77.5574
ANTHARAM(B),17.27753,77.60032
BELKATUR,17.28066,77.52373
BIJWAR,17.25268,77.65662
CHANDRAVANCHA,17.27333,77.48943
CHANGESHPUR,17.25777,77.55986
CHENGOLE,17.29553,77.57064
ELMAKANNA,17.26339,77.53806
GAZIPUR,17.31036,77.63801
GINGURTHY,17.34783,77.54413
GONUR,17.22632,77.54503
GOUTAPUR,17.28011,77.56884
INOLE,17.3382,77.51994
KANDANELLY,17.27696,77.63459
KARANKOTE,17.30115,77.47362
KHANJAPUR,17.25782,77.6333
KOTBASPALLE,17.34193,77.51087
KOTHLAPUR KHURD,17.35395,77.5039
MALKAPUR,17.34711,77.49781
MITTABASPALLE,17.31371,77.50692
NARAYANPUR,17.23949,77.53258
OGIPUR,17.29665,77.45589
PARVATHAPUR,17.32097,77.57296
SANGAMKALAN,17.36433,77.46148
SIRIGIRIPET,17.32273,77.55094
UDDANDAPUR,17.38806,77.53219
VEEREDDYPALLE,17.30134,77.52725
ATHVELLY,17.38659,77.88226
BURGUPALLE,17.29572,77.88445
DHANNARAM,17.34054,77.93745
DYACHARAM,17.24616,77.85023
EKMAMIDI,17.40381,77.91983
GIRGETPALLE,17.35624,77.88372
GOTTIMUKKALA,17.25542,77.86586
GUDPALLE,17.28035,77.90641
KOMPALLE,17.3793,77.88359
KOTHALGUDA,17.34741,77.99634
MADANPALLE,17.38972,77.8646
MADGULCHITTEMPALLE,17.27523,77.8961
MAILARDEVARAMPALLE,17.39163,77.80812
MANDANPALLE,17.39973,77.89963
NARAYANAPUR,17.38167,77.91989
PATHUR,17.36511,77.9526
PEELARAM,17.37881,77.81936
PEERAMPALLE,17.33994,77.97756
PENDLIMADGU,17.38963,77.9428
PHULMADDI,17.43105,77.87636
PULSUMAMIDI,17.35595,77.97277
SIDLOOR CHINCHELAM,17.35825,78.00158
YENKEPALLE,17.3111,77.97389
YERRAVALLE,17.41162,77.8773
CHINTAPATLA,17.01281,78.70752
CHOWDER PALLY,17.06418,78.65402
GADDAMALLAIAHGUDA,17.0986,78.68558
GUNGAL,17.10662,78.67365
KOTHAPALLY,16.97332,78.681
KURMIDDA,17.03298,78.57369
MALKIZGUDAM,17.01554,78.65552
MALL,16.97404,78.73405
MANTHANGOWRELLY,16.99923,78.78063
MEDIPALLY,17.00033,78.64769
MONDI GOURELLY,17.03826,78.7037
NALLAVELLY,16.99874,78.73216
NANAKNAGAR,16.99223,78.62567
NANDIWANAPARTHY,17.04453,78.63419
NAZDIKSINGARAM,17.03973,78.6068
TAKKALLAPALLY,16.99416,78.67736
TAMMALONIGUDA,16.99459,78.71606
THATIPARTHY,17.00241,78.59654
TOOLE KHURD,17.0839,78.61335
YACHARAM,17.0461,78.66275
ACHUTHAPUR,17.21345,77.72454
AGNOOR,17.2147,77.57324
AKKAMPALLE,17.1745,77.5765
BANAPUR,17.25433,77.69897
BENNUR,17.21029,77.60757
CHENNARAM,17.19441,77.58298
DEVANOOR,17.19184,77.68083
DOULAPUR,17.18195,77.59272
GOREPALLE,17.18988,77.66289
HAJIPUR,17.19309,77.63556
JUNTPALLE,17.16996,77.5584
KAMALPUR,17.23261,77.67689
KOKAT,17.24199,77.62057
MAZARASANGAM,17.21641,77.62785
MUDDAIPET,17.19122,77.73306
NAGASAMUNDAR,17.20968,77.68631
PAGIDIAL,17.22388,77.70883
PYARKAMPALLE,17.18608,77.54789
RAGHAPUR,17.23957,77.65586
RASNAM,17.24626,77.73524
THIMMAIPALLE,17.1703,77.6044
VISWANATHPUR,17.22148,77.65468
YALAL,17.21282,77.64275
